"Brand","Brand_Style","ABV","Calories","Fat_grams","Calories_from_fat","Saturated_fat_grams","Trans_fat_grams","Cholesterol_mg","Sodium_mg","Carbs_mg","Fiber_grams","Sugars_grams","Protein_grams","Ingredients","Ingr_Water","Ingr_Barley Malt","Ingr_Yeast","Ingr_Hops","Ingr_Rice","Ingr_Sugar","Ingr_Ingredient list to come.","Ingr_Corn Syrup (Dextrose)","Ingr_Wheat","Ingr_Hop Extract","Ingr_Oats","Ingr_Orange Peel","Ingr_Coriander","Ingr_Corn Syrup (Maltose)","Ingr_Cocoa","Ingr_Decaffeinated Coffee","Ingr_Sucrose","Ingr_Pumpkin","Ingr_Spices","Ingr_Honey","Ingr_Orange peel","Ingr_Wheat Malt","Ingr_Tangerine Peel","Ingr_Natural Flavors","Ingr_Mango","Ingr_Natural Flavor","Ingr_Apricot","Ingr_Cardamom","Ingr_Lactic Acid","Ingr_Cinnamon","Ingr_Ginger","Ingr_Mace","Ingr_Carbonated water","Ingr_alcohol from real cane sugar","Ingr_real cane sugar","Ingr_lime juice concentrate","Ingr_natural flavor","Ingr_fruit juice (color)","Ingr_lemon juice concentrate","Ingr_agave","Ingr_apple","Ingr_Apricots and Beet Sugar With House Cultures","Ingr_Beet Sugar","Ingr_Montmorency and Bing Cherries and Beet Sugar with House Cultures","Ingr_Palisade Peaches and Beet Sugar with House Cultures","Ingr_Duarte Plums and Beet Sugar with House Cultures","Ingr_Raw Wheat","Ingr_Corn Syrup (Dextrose and Maltose)","Ingr_Hops & Hop Extract","Ingr_Fresh-Pressed Hard Pear Cider","Ingr_Filtered Water","Ingr_Juice Concentrates as Finishing Sweeteners (Pear","Ingr_Apple","Ingr_Elderberry","Ingr_Blackberry)","Ingr_Malic Acids","Ingr_Raspberry Juice Concentrate(Finishing Sweetener)","Ingr_Contains Sulfites","Ingr_Hard Apple Cider","Ingr_Malic Acid","Ingr_Sulfites","Ingr_Apple Juice Concentrate (Finishing Sweetener)","Ingr_Organic Honey","Ingr_Hard Pear Cider","Ingr_Pear and Apple Juice Concentrates (Finishing Sweeteners)","Ingr_Pear Juice Concentrate (Finishing Sweetener)","Ingr_Organic Maple Syrup","Ingr_Malted Barley","Ingr_Maize","Ingr_Caramel Color","Ingr_Corn Syrup ( Dextrose Maltose)","Ingr_Corn Syrup(Maltose)","Ingr_Cane Sugar","Ingr_Phosphoric Acid","Ingr_Sodium Benzoate and Potassium Sorbate (added for freshness)","Ingr_Citric Acid","Ingr_Certified Colors","Ingr_Sodium Citrate and Natural Flavor","Ingr_Sodium Citrate and Natural Flavors","Ingr_Dextrose","Ingr_Mango Puree","Ingr_Vanilla Beans","Ingr_Vanilla Extract","Ingr_Blackberry Juice","Ingr_Rye","Ingr_Cherry Juice Concentrate","Ingr_White Cranberry  Juice Concentrate","Ingr_Corn","Ingr_Barley","Ingr_Vanilla","Ingr_Corn Syrup (Dextrose","Ingr_Maltose)","Ingr_BarleyMalt","Ingr_Hops and Hop Extract","Ingr_Malted Wheat","Ingr_Carbonated Water","Ingr_Red Wine","Ingr_White Grape Juice Concentrate","Ingr_Natural Flavors. Contains Sulfites.","Ingr_White Wine","Ingr_Peach Juice Concentrate","Ingr_Rose Wine","Ingr_Strawberry Juice Concentrate. Contains Sulfites.","Ingr_Italian Maize","Ingr_Hop Products","Ingr_Corn Syrup","Ingr_Grape Juice (for color)","Ingr_Sodium Benzoate and Potassium Sorbate (Added For Freshness)","Ingr_Elderberry Juice (for color)","Ingr_Sodium Benzoate and Potassium Sorbate(added for freshness)","Ingr_Tartaric Acid","Ingr_Sodium Citrate","Ingr_Fresh","Ingr_Frozen Tangerine Peel","Ingr_Flaked Maize","Ingr_Cumin","Ingr_Lime Peel","Ingr_Agave","Ingr_Lemon Peel","Ingr_Malt","Ingr_Lactobacillus","Ingr_Blackberry Puree","Ingr_Blackberry Juice Concentrate","Ingr_Salt","Ingr_Corn Syrup (Dextrose -not High-Fructose Corn Syrup)","Ingr_Peach Puree","Ingr_Raspberry Puree","Ingr_Passionfruit Puree","Ingr_","Ingr_Sucrose Syrup","Ingr_Apple Juice Concentrate","Ingr_Tomato Paste","Ingr_Inverted Sugar","Ingr_Yeast Extract","Ingr_Black Carrot (for color)","Ingr_Monosodium Glutamate","Ingr_Salt and Natural Flavors.","Ingr_Certified Color","Ingr_FD&C Yellow Number 5","Ingr_Natural &Artificial Flavors","Ingr_Natural & Artificial Flavors","Ingr_NaturalFlavors","Ingr_FD&C Yellow# 5","Ingr_Artificial Flavor","Ingr_FD&C Yellow #5","Ingr_Lactose","Ingr_Blueberry Concentrate","Ingr_Torrified Wheat","Ingr_Sea Salt","Ingr_Grapefruit Peel","Ingr_Flaked Corn","Ingr_Flaked Rye","Ingr_Hemp Flavor","Ingr_Hemp Seeds","Ingr_Cocoa Nibs","Ingr_Chocolate Extract","Ingr_Pineapple","Ingr_Papaya Extract","Ingr_Flaked Oats","Ingr_Peach Flavor","Ingr_Peach Concentrate","Ingr_Prickly Pear Flavor","Ingr_Coffee","Ingr_TorrifiedWheat","Ingr_Watermelon Concentrate","Ingr_Sparkling Water","Ingr_Sodium Citrate and Dried Acerola Cherry Juice","Ingr_Pomegranate Juice Concentrate","Ingr_Kiwi Juice Concentrate","Ingr_Citric acid","Ingr_Natural flavor"
"Henry's Hard Sparkling Peach Mango","Spiked Sparkling Water",4.2,88,0,0,0,0,0,20,1.6,0,0,1,"Water, Corn Syrup (Dextrose), Barley Malt, Yeast, Hop Extract, Citric Acid, Sodium Citrate and Natural Flavors",1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Henry's Hard Sparkling Pineapple","Spiked Sparkling Water",4.2,88,0,0,0,0,0,10,1.6,0,0,1,"Water, Corn Syrup (Dextrose), Barley Malt, Yeast, Hop Extract, Citric Acid, Sodium Citrate and Natural Flavor",1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Henry's Hard Sparkling Strawberry Kiwi","Spiked Sparkling Water",4.2,88,0,0,0,0,0,15,1.6,0,0,1,"Water, Corn Syrup (Dextrose), Barley Malt, Yeast, Hop Extract, Citric Acid, Sodium Citrate and Natural Flavors",1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Private Reserve","Vienna-Style Lager",5.1,156,0,0,0,0,0,20,12.7,0,0,1.7,"Water, Barley Malt, Yeast, Hops",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hop Valley Alpha Centauri IPA","Imperial IPA",9,262,0,0,0,0,0,10,18.5,0,2,3.2,"Water, Barley Malt, Yeast, Hops",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hop Valley Alphadelic IPA","IPA",7.2,216,0,0,0,0,0,10,15.5,0,3,2.7,"Water, Barley Malt, Yeast, Hops",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hop Valley Bambino Stash","IPA",5.5,164,0,0,0,0,0,0,11.8,0,11,2.1,"Water, Malted Barley, Hops, Yeast",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hop Valley Blonde Ale","Blonde Ale",5,150,0,0,0,0,0,5,10.3,0,0,1.8,"Water, Barley Malt, Yeast, Hops",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hop Valley Bubble Stash","India Pale Ale",6.2,194,0,0,0,0,0,5,16.2,0,0,1.9,"Water, Barley Malt, Yeast, Hops",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hop Valley Citrus Mistress","American-Style IPA",6.5,188,0,0,0,0,0,10,14,0,0,2.2,"Water, Barley Malt, Yeast, Hops",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hop Valley Cryo Stash","Imperial IPA",8.7,245,0,0,0,0,0,5,15.6,0,15,2.5,"Water, Malted Barley, Hops, Dextrose,Yeast",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hop Valley Divine Shine","Hybrid Ale",4.5,138,0,0,0,0,0,5,11.3,0,0,1.6,"Water, Barley Malt, Oats, Wheat, Rice, Yeast, Hops",1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hop Valley Hefe","American Hefeweizen",5.5,167,0,0,0,0,0,5,11.9,0,0,1.8,"Water, Barley Malt, Wheat, Yeast, Hops",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hop Valley Light MeUp Lager","American Lager",4,128,0,0,0,0,0,5,11,0,0,1.8,"Water, Barley Malt, Rice, Yeast, Hops",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hop Valley Mango & Stash","Mango IPA",6,178,0,0,0,0,0,5,12.1,0,2,2,"Water, Barley Malt, Wheat, Mango Puree, Orange Peel, Yeast, Hops",1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hop Valley Palisaderade","IPA",6.1,201,0,0,0,0,0,5,0,0,17,2.2,"Water, Malted Barley, Oats, Hops, Yeast",1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hop Valley Red Ale","American Red Ale",6,186,0,0,0,0,0,10,13.6,0,0,2.6,"Water, Barley Malt, Yeast, Hops",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hop Valley Secret Chief American Stout","American Stout",6,212,0,0,0,0,0,15,20.2,0,0,2.7,"Water, Barley Malt, Oats, Yeast, Hops",1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hop Valley Solid Baby","IPA",7.4,215,0,0,0,0,0,10,15.4,0,1,2.6,"Water, Barley Malt, Oats, Rice, Wheat, Yeast, Hops",1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hop Valley VIP","American Porter",5.9,178,0,0,0,0,0,5,15.1,0,0,2.1,"Water, Barley Malt, Yeast, Hops, Vanilla Beans, Vanilla Extract",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Icehouse","American-Style Ice Lager",5.5,153,0,0,0,0,0,10,10.6,0,0,1,"Water, Barley Malt, Corn Syrup (Dextrose and Maltose), Yeast, Hop Extract",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Icehouse Edge","American-Style Ice Lager",8,215,0,0,0,0,0,5,13.8,0,1,1.5,"Water, Barley Malt, Corn Syrup (Dextrose and Maltose), Yeast, Hop Extract",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jake's City Brew","American Pale Ale",5.3,168,0,0,0,0,0,7,14.9,0,0,1.7,"Water, Barley Malt, Corn Syrup (Maltose), Hops, Yeast",1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Keystone Ice","American-Style Ice Lager",5.9,145,0,0,0,0,0,10,6.9,0,2,1,"Water, Barley Malt, Corn Syrup (Dextrose), Yeast, Hop Extract",1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Keystone Light","American-Style Light Lager",4.1,101,0,0,0,0,0,5,4.7,0,1,1,"Water, Barley Malt, Corn Syrup (Dextrose), Yeast, Hop Extract",1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Keystone Premium","American-Style Lager",4.4,108,0,0,0,0,0,10,5,0,2,1,"Water, Barley Malt, Corn Syrup (Dextrose), Yeast, Hop Extract",1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
